consult_id,agent_id,is_recontact,csat
CON0889,AG13,Y,2
CON0908,AG20,N,2
CON0919,AG13,N,3
CON0978,AG20,Y,4
CON0983,AG08,N,1
CON1055,AG11,N,1
CON1059,AG03,N,2
CON1175,AG20,N,4
CON1210,AG05,N,2
CON1227,AG02,N,2
CON1261,AG03,N,3
CON1272,AG08,N,4
CON1285,AG19,N,2
CON1295,AG13,N,1
CON0044,AG02,Y,4
CON0485,AG01,N,4
CON1312,AG07,N,4
CON0075,AG20,N,4
CON0374,AG11,N,2
CON0701,AG10,N,4
CON0190,AG12,Y,3
CON0198,AG06,N,2
CON0229,AG06,N,4
CON0832,AG18,N,3
CON1142,AG15,N,5
CON0164,AG01,Y,5
CON0180,AG20,N,3
CON0191,AG01,N,4
CON0222,AG03,N,4
CON0440,AG04,Y,2
CON0470,AG17,Y,4
CON0613,AG20,Y,4
CON0821,AG19,N,5
CON0844,AG06,Y,4
CON0924,AG02,N,4
CON1022,AG17,N,3
CON1155,AG09,N,4
CON1250,AG11,N,5
CON1260,AG20,N,3
CON0308,AG03,N,2
CON0313,AG15,N,2
CON0455,AG15,N,4
CON0617,AG01,Y,4
CON0829,AG01,Y,2
CON0835,AG14,N,4
CON0852,AG02,Y,4
CON1050,AG04,N,3
CON0013,AG17,N,3
CON0161,AG16,N,4
CON0286,AG20,N,4
CON0294,AG15,Y,4
CON0450,AG16,Y,4
CON0501,AG16,N,4
CON0563,AG10,N,4
CON0583,AG13,N,4
CON0873,AG01,N,3
CON0995,AG13,N,2
CON1006,AG01,N,4
CON1040,AG08,Y,5
CON1069,AG09,Y,4
CON1236,AG05,Y,3
CON1277,AG04,N,2
CON0004,AG02,N,4
CON0006,AG09,N,4
CON0011,AG18,N,3
CON0246,AG15,N,3
CON0269,AG10,N,3
CON0318,AG09,N,3
CON0345,AG03,N,1
CON0354,AG10,N,2
CON0357,AG07,N,4
CON0379,AG10,Y,3
CON0422,AG07,N,2
CON0430,AG20,N,3
CON0431,AG20,N,2
CON0437,AG20,Y,2
CON0542,AG08,N,3
CON0603,AG12,Y,2
CON0765,AG04,N,3
CON0799,AG12,N,3
CON0823,AG02,N,4
CON0887,AG04,N,4
CON0984,AG15,N,4
CON1146,AG11,N,4
CON1152,AG13,Y,3
CON1192,AG06,N,5
CON1274,AG08,N,4
CON1278,AG19,Y,3
CON0034,AG16,Y,3
CON0247,AG02,N,3
CON0319,AG08,N,3
CON0388,AG13,N,3
CON0573,AG05,Y,3
CON0688,AG03,N,4
CON0694,AG05,N,2
CON0759,AG15,N,4
CON0769,AG15,N,2
CON0898,AG01,Y,3
CON0960,AG06,N,2
CON1128,AG08,N,4
CON1133,AG14,Y,4
CON1163,AG16,N,5
CON1296,AG10,Y,3
CON0154,AG04,N,1
CON0249,AG02,N,3
CON0314,AG12,N,3
CON0331,AG17,N,2
CON0352,AG13,N,4
CON0397,AG17,Y,3
CON0599,AG14,N,1
CON0616,AG02,Y,4
CON0681,AG16,N,2
CON0700,AG20,Y,2
CON0795,AG19,N,1
CON0797,AG07,Y,3
CON0879,AG13,N,2
CON0949,AG06,N,3
CON1029,AG06,N,2
CON1043,AG12,Y,4
CON1071,AG18,Y,3
CON1097,AG07,N,4
CON1123,AG09,N,4
CON0155,AG08,N,5
CON0251,AG04,N,5
CON0252,AG08,N,3
CON0293,AG04,N,3
CON0383,AG02,N,3
CON0416,AG14,N,2
CON0559,AG17,N,4
CON0780,AG06,N,3
CON0846,AG05,N,3
CON0946,AG17,N,4
CON0981,AG15,N,3
CON1102,AG13,N,3
CON1282,AG05,Y,3
CON0208,AG01,N,4
CON0419,AG09,N,3
CON0533,AG12,Y,2
CON0592,AG03,N,3
CON0668,AG17,N,4
CON0775,AG19,N,1
CON0820,AG01,N,4
CON0899,AG08,N,2
CON0907,AG13,N,2
CON0972,AG09,Y,2
CON1016,AG14,N,4
CON1303,AG18,N,2
CON0037,AG14,N,5
CON0123,AG20,N,2
CON0158,AG20,N,4
CON0307,AG16,N,4
CON0536,AG08,N,3
CON0782,AG06,N,4
CON0884,AG02,Y,3
CON0886,AG03,N,3
CON0930,AG11,N,3
CON1024,AG01,Y,3
CON0192,AG05,Y,5
CON0638,AG19,N,5
CON0665,AG07,N,4
CON0848,AG09,N,4
CON0880,AG18,N,3
CON0975,AG07,N,2
CON1032,AG07,N,4
CON1276,AG09,Y,4
CON1309,AG05,Y,4
CON0236,AG17,N,3
CON0292,AG19,N,2
CON0344,AG07,N,5
CON0356,AG10,N,4
CON0462,AG19,N,3
CON0530,AG02,N,2
CON0553,AG17,N,3
CON0255,AG19,N,3
CON0876,AG16,N,3
CON0977,AG13,N,3
CON0116,AG17,N,4
CON0857,AG06,N,3
CON0903,AG01,N,4
CON1061,AG03,N,3
CON0019,AG08,N,5
CON0036,AG05,N,3
CON0987,AG10,N,4
CON1039,AG11,N,3
CON0023,AG03,N,4
CON0175,AG19,Y,2
CON0186,AG20,N,4
CON0502,AG20,N,5
CON0606,AG02,N,4
CON0703,AG17,Y,4
CON0917,AG06,N,4
CON0921,AG08,N,4
CON0976,AG14,N,4
CON0001,AG15,N,3
CON0049,AG11,N,4
CON0100,AG14,N,4
CON0150,AG14,N,4
CON0172,AG01,N,5
CON0212,AG08,N,4
CON0411,AG07,N,4
CON0581,AG11,Y,4
CON0657,AG07,N,3
CON0705,AG08,N,3
CON0778,AG13,N,4
CON0822,AG14,N,4
CON0827,AG10,N,4
CON1085,AG16,N,2
CON0201,AG19,N,3
CON0241,AG18,N,5
CON0489,AG19,N,3
CON0864,AG17,N,4
CON1067,AG08,N,4
CON1245,AG11,N,4
CON0245,AG15,N,2
CON0325,AG06,N,3
CON0428,AG09,Y,4
CON0623,AG09,N,5
CON0732,AG09,N,5
CON0749,AG07,N,3
CON0755,AG19,N,2
CON1020,AG02,N,5
CON1212,AG04,N,4
CON0112,AG05,N,5
CON0250,AG18,N,4
CON0918,AG01,N,4
CON0124,AG08,N,3
CON0290,AG17,N,3
CON0439,AG02,N,4
CON0548,AG11,N,3
CON0866,AG05,N,4
CON0951,AG10,N,4
CON0955,AG06,N,4
CON0971,AG02,N,3
CON1049,AG08,N,5
CON1131,AG12,N,4
CON1244,AG02,N,4
CON0052,AG03,N,5
CON0333,AG08,N,3
CON0425,AG04,N,4
CON0529,AG13,Y,4
CON0863,AG08,N,4
CON0391,AG02,N,5
CON0541,AG08,N,3
CON1064,AG16,N,4
CON1196,AG06,N,5
CON0207,AG01,N,3
CON0410,AG20,N,3
CON0818,AG08,N,5
CON0894,AG18,N,3
CON1005,AG04,N,4
CON0148,AG15,N,4
CON0402,AG16,N,4
CON0453,AG05,N,3
CON0867,AG01,N,3
CON0403,AG17,N,4
CON0947,AG01,N,4
CON1081,AG10,Y,4
CON1298,AG01,N,3
CON0085,AG20,Y,4
CON0888,AG14,N,4
CON1181,AG19,N,3
CON0741,AG14,N,4
CON0855,AG11,N,4
CON0602,AG14,N,3
